,Year,Reporter,Import/Export,Partner,Description,Value_USD
40167,2012,Nigeria,Export,United Kingdom,plastics and rubber,3054117075.0
7936,2012,Belgium,Export,Netherlands,"Minerals, stone, and their products",11431563347.583
22344,2012,Germany,Export,Italy,plastics and rubber,5137902238.28
22351,2012,Germany,Import,Belgium,Vehicles and their parts,5136452879.428
63524,2012,United Kingdom,Export,Sweden,"Machinery, appliances, and tools",1961650224.0
22360,2012,United Kingdom,Export,Netherlands,Chemicals and pharmaceuticals,5133743310.0
90261,2012,China,Export,Belgium,Chemicals and pharmaceuticals,1353042036.0
92548,2012,China,Export,United Kingdom,"Minerals, stone, and their products",1317415025.0
354,2012,Japan,Export,China,"Machinery, appliances, and tools",73434734583.0
63371,2012,Argentina,Export,Brazil,Miscellaneous food products,1965738914.0
40725,2012,Denmark,Export,United Kingdom,"Minerals, stone, and their products",3016457246.0
56433,2012,Spain,Export,Portugal,"Minerals, stone, and their products",2210071924.659
99870,2012,Israel,Import,USA,Metals,1209976000.0
1294,2012,France,Import,Germany,Vehicles and their parts,36777440051.0
90087,2012,Japan,Export,Mexico,Metals,1355768637.0
8180,2012,Germany,Import,USA,Vehicles and their parts,11179496415.758999
55967,2012,Guatemala,Import,USA,"Minerals, stone, and their products",2227840973.0
82437,2012,Italy,Import,Japan,"Machinery, appliances, and tools",1491771242.0
82616,2012,USA,Export,Colombia,Vehicles and their parts,1488683499.0
92539,2012,France,Export,Saudi Arabia,"Machinery, appliances, and tools",1317491724.0
80720,2012,Argentina,Export,Chile,"Minerals, stone, and their products",1525236316.0
62643,2012,Belgium,Export,Germany,Miscellaneous food products,1989715155.165
74437,2012,Thailand,Export,Australia,Metals,1662467346.0
30445,2012,Israel,Export,USA,Chemicals and pharmaceuticals,3933053000.0
62638,2012,Finland,Import,Sweden,"Minerals, stone, and their products",1989827672.0
73734,2012,Rep. of Korea,Export,Malaysia,"Minerals, stone, and their products",1678183316.0
7975,2012,Hungary,Import,Germany,"Machinery, appliances, and tools",11392793410.0
22311,2012,Germany,Import,Slovakia,"Machinery, appliances, and tools",5143709492.793
8752,2012,Rep. of Korea,Import,"Other Asia, nes","Machinery, appliances, and tools",10650849342.0
56401,2012,United Kingdom,Export,Switzerland,Furniture and decor,2210910757.0
29824,2012,Rep. of Korea,Import,India,"Minerals, stone, and their products",4002440281.0
21448,2012,Russian Federation,Import,Belarus,"Machinery, appliances, and tools",5305269863.0
29961,2012,United Arab Emirates,Import,China,Textiles and clothing,3986499257.0
22116,2012,China,Import,USA,Unspecified,5178142198.0
22321,2012,USA,Export,Netherlands,Chemicals and pharmaceuticals,5142072866.0
30542,2012,China,Export,Iran,"Machinery, appliances, and tools",3920641950.0
88641,2012,Romania,Export,Italy,"Machinery, appliances, and tools",1379878263.0
84978,2012,Poland,Export,Spain,"Machinery, appliances, and tools",1445097622.0
63513,2012,Italy,Export,Slovenia,"Minerals, stone, and their products",1961910234.0
62821,2012,China,Export,Philippines,Metals,1984076344.0
62824,2012,USA,Export,South Africa,Vehicles and their parts,1983970903.0
1337,2012,Japan,Import,China,Textiles and clothing,35859589297.0
7929,2012,Algeria,Export,Italy,"Minerals, stone, and their products",11440649602.0
40924,2012,Spain,Export,Portugal,"Machinery, appliances, and tools",3002178882.867
94590,2012,France,Export,USA,plastics and rubber,1285738247.0
63527,2012,Netherlands,Export,France,Metals,1961594150.914
1296,2012,Qatar,Export,Japan,"Minerals, stone, and their products",36660733503.759995
79902,2012,China,Import,Viet Nam,Textiles and clothing,1542083178.0
7906,2012,Germany,Import,United Kingdom,"Minerals, stone, and their products",11456141334.353998
74238,2012,USA,Export,Mexico,Furniture and decor,1666949361.0
7904,2012,Singapore,Export,Japan,"Machinery, appliances, and tools",11456974655.895
7902,2012,Germany,Export,Belgium,"Machinery, appliances, and tools",11458788309.52
94375,2012,Russian Federation,Import,Türkiye,Textiles and clothing,1288872915.0
22084,2012,United Kingdom,Import,USA,"Minerals, stone, and their products",5184842297.0
56299,2012,Italy,Export,Australia,"Machinery, appliances, and tools",2215015900.0
82416,2012,Morocco,Export,Spain,Textiles and clothing,1492112092.0
22076,2012,Rep. of Korea,Export,Mexico,"Machinery, appliances, and tools",5185806731.0
8908,2012,France,Import,China,Textiles and clothing,10514845417.0
62559,2012,Germany,Import,Azerbaijan,"Minerals, stone, and their products",1992310123.8830001
55863,2012,United Arab Emirates,Import,India,"Machinery, appliances, and tools",2231659278.0
7893,2012,Italy,Import,Algeria,"Minerals, stone, and their products",11468728373.0
94294,2012,Netherlands,Import,Rep. of Korea,"Machinery, appliances, and tools",1289759478.421
92365,2012,Japan,Export,Thailand,Unspecified,1320233341.0
47591,2012,United Kingdom,Import,Japan,Metals,2612231186.0
21236,2012,"China, Hong Kong SAR",Export,Rep. of Korea,"Machinery, appliances, and tools",5346584160.0
22427,2012,China,Export,Spain,Textiles and clothing,5124148116.0
40135,2012,Germany,Export,Poland,Textiles and clothing,3055919468.507
40962,2012,Austria,Export,Germany,Paper and wood,2999377068.0
40309,2012,Ukraine,Import,China,"Machinery, appliances, and tools",3044869203.0
81444,2012,Bangladesh,Import,Indonesia,Animal products,1511015669.0
56471,2012,Israel,Export,Belgium,Metals,2208608000.0
74239,2012,Germany,Export,Czechia,Chemicals and pharmaceuticals,1666916298.983
73819,2012,Germany,Import,Switzerland,Miscellaneous food products,1676217705.562
88538,2012,"China, Hong Kong SAR",Export,Canada,"Machinery, appliances, and tools",1381487360.0
30575,2012,Russian Federation,Import,Germany,Chemicals and pharmaceuticals,3917310217.0
97933,2012,Morocco,Export,France,"Machinery, appliances, and tools",1236175233.0
86558,2012,Qatar,Export,United Arab Emirates,Metals,1416263111.4940002
8894,2012,China,Import,"Other Asia, nes",plastics and rubber,10522498538.0
30427,2012,United Kingdom,Export,Russian Federation,Vehicles and their parts,3934873698.0
55869,2012,Germany,Export,Poland,Paper and wood,2231530582.275
29778,2012,Germany,Export,Canada,"Machinery, appliances, and tools",4007956675.1699996
94305,2012,India,Export,Rep. of Korea,"Minerals, stone, and their products",1289618454.0
40722,2012,China,Import,Mexico,"Machinery, appliances, and tools",3016597689.0
88648,2012,Kazakhstan,Export,China,Chemicals and pharmaceuticals,1379710000.0
40935,2012,Angola,Export,South Africa,"Minerals, stone, and their products",3001275089.0
74258,2012,Indonesia,Export,Australia,"Minerals, stone, and their products",1666470844.0
97687,2012,India,Export,Iran,Miscellaneous food products,1239855877.0
82624,2012,United Kingdom,Import,Singapore,"Machinery, appliances, and tools",1488609360.0
90262,2012,Switzerland,Import,Belgium,Chemicals and pharmaceuticals,1353041729.182
74255,2012,United Kingdom,Import,Sweden,"Machinery, appliances, and tools",1666510777.0
48006,2012,France,Export,Germany,Cosmetics and soaps,2590904614.0
22398,2012,Thailand,Import,China,Metals,5128390217.0
21251,2012,USA,Export,India,"Machinery, appliances, and tools",5341148132.0
82488,2012,Germany,Import,Japan,Chemicals and pharmaceuticals,1490912419.121
92402,2012,"China, Hong Kong SAR",Import,Netherlands,"Machinery, appliances, and tools",1319639886.0
97851,2012,"Other Asia, nes",Export,Thailand,Metals,1237346610.0
7907,2012,USA,Import,Canada,Chemicals and pharmaceuticals,11456025095.0
8219,2012,USA,Import,Italy,"Machinery, appliances, and tools",11141218271.0
92554,2012,Canada,Import,Canada,"Machinery, appliances, and tools",1317299944.0
94534,2012,Germany,Export,Denmark,plastics and rubber,1286714590.0970001
79901,2012,Mexico,Import,USA,Furniture and decor,1542090560.0
63344,2012,Rep. of Korea,Export,Japan,Chemicals and pharmaceuticals,1966520361.0
97866,2012,Belarus,Export,Russian Federation,plastics and rubber,1237181100.0
30540,2012,United Kingdom,Export,France,Chemicals and pharmaceuticals,3920673856.0
21363,2012,United Kingdom,Export,Venezuela,Metals,5322386417.0
62789,2012,Italy,Export,Mexico,"Machinery, appliances, and tools",1985032567.0
40221,2012,Ireland,Import,United Kingdom,"Machinery, appliances, and tools",3050574325.633
94563,2012,"Other Asia, nes",Export,"China, Hong Kong SAR",Textiles and clothing,1286359975.0
74318,2012,Portugal,Export,Spain,Metals,1664915262.0
74368,2012,Belgium,Import,Netherlands,Paper and wood,1663839616.9689999
74312,2012,Switzerland,Import,Austria,"Machinery, appliances, and tools",1665179229.737
63456,2012,France,Export,Singapore,"Machinery, appliances, and tools",1963697626.0
56333,2012,Germany,Import,Italy,Animal products,2213542378.593
3068,2012,China,Export,"Other Asia, nes","Machinery, appliances, and tools",21771537525.0
22217,2012,Japan,Import,China,Furniture and decor,5159998830.0
1977,2012,Germany,Import,Netherlands,"Minerals, stone, and their products",28281980214.914
8822,2012,Germany,Import,Poland,"Machinery, appliances, and tools",10588836910.93
74375,2012,USA,Export,Indonesia,Vehicles and their parts,1663708589.0
47506,2012,Rep. of Korea,Export,Thailand,Metals,2617252764.0
99890,2012,"Other Asia, nes",Import,USA,Plant products,1209567073.0
73760,2012,United Arab Emirates,Export,Saudi Arabia,Metals,1677725075.0
92517,2012,Philippines,Export,"Other Asia, nes","Machinery, appliances, and tools",1317790674.0
8054,2012,China,Export,Viet Nam,"Machinery, appliances, and tools",11298603236.0
40254,2012,Brazil,Export,Japan,"Minerals, stone, and their products",3048536941.0
40215,2012,USA,Export,"China, Hong Kong SAR",Vehicles and their parts,3051110964.0
29881,2012,Japan,Import,China,Vehicles and their parts,3995549001.0
21348,2012,Italy,Export,France,Textiles and clothing,5325512040.0
55900,2012,Ukraine,Import,Russian Federation,"Machinery, appliances, and tools",2230354043.0
47927,2012,Japan,Export,"China, Hong Kong SAR",plastics and rubber,2595093189.0
21369,2012,France,Export,Italy,Metals,5320889912.0
1975,2012,China,Import,Germany,Vehicles and their parts,28298654909.0
90096,2012,USA,Export,Luxembourg,Vehicles and their parts,1355668350.0
99573,2012,Austria,Export,France,Metals,1213695797.0
62767,2012,United Kingdom,Export,China,Metals,1985615160.0
47475,2012,Italy,Export,United Kingdom,Metals,2619008216.0
88630,2012,Germany,Export,Spain,Miscellaneous food products,1379986629.038
22173,2012,France,Import,United Kingdom,Vehicles and their parts,5168003674.0
22182,2012,Rep. of Korea,Import,China,"Minerals, stone, and their products",5167158834.0
97882,2012,United Kingdom,Import,Angola,"Minerals, stone, and their products",1236981384.0
82598,2012,Ukraine,Export,India,Animal products,1488906385.0
47480,2012,Colombia,Export,China,"Minerals, stone, and their products",2618698905.0
21402,2012,Thailand,Import,USA,"Machinery, appliances, and tools",5313725995.0
22191,2012,Italy,Import,France,Metals,5165193397.0
47466,2012,USA,Import,Indonesia,"Machinery, appliances, and tools",2619329158.0
47934,2012,USA,Export,Rep. of Korea,Animal products,2594883872.0
62772,2012,Austria,Export,Germany,Textiles and clothing,1985552922.0
40786,2012,Türkiye,Import,USA,Metals,3011443853.0
62787,2012,Spain,Import,Italy,Textiles and clothing,1985096191.8950002
84996,2012,Germany,Export,Romania,Vehicles and their parts,1444727111.2860003
92384,2012,USA,Export,"Other Asia, nes",Plant products,1319815831.0
8121,2012,United Kingdom,Import,China,Textiles and clothing,11240872388.0
74354,2012,Japan,Import,Brazil,Miscellaneous food products,1664130054.0
73783,2012,United Kingdom,Import,Ireland,"Minerals, stone, and their products",1677140331.0
55917,2012,South Africa,Import,Germany,Unspecified,2229862998.5189996
8809,2012,Nigeria,Export,Brazil,"Minerals, stone, and their products",10602695911.0
40816,2012,Belgium,Import,Netherlands,Miscellaneous food products,3009171914.604
81617,2012,France,Import,Spain,Miscellaneous food products,1507586762.0
47961,2012,Russian Federation,Import,United Kingdom,Vehicles and their parts,2593866454.0
47923,2012,Mexico,Import,Netherlands,"Minerals, stone, and their products",2595403944.0
8138,2012,Switzerland,Export,USA,Chemicals and pharmaceuticals,11226838945.819
22232,2012,Rep. of Korea,Import,Oman,"Minerals, stone, and their products",5156963344.0
40191,2012,"Other Asia, nes",Import,Germany,"Machinery, appliances, and tools",3052724149.0
81133,2012,Italy,Import,Türkiye,Textiles and clothing,1517141624.0
8022,2012,Türkiye,Import,China,"Machinery, appliances, and tools",11340628344.0
47978,2012,Malaysia,Import,Japan,Vehicles and their parts,2593252834.0
8846,2012,Switzerland,Export,Germany,Chemicals and pharmaceuticals,10568120393.801
29853,2012,Philippines,Export,USA,"Machinery, appliances, and tools",3999012673.0
8003,2012,Finland,Import,Russian Federation,"Minerals, stone, and their products",11366195789.0
47915,2012,France,Import,Sweden,"Machinery, appliances, and tools",2596065595.0
22280,2012,"Other Asia, nes",Import,Qatar,"Minerals, stone, and their products",5149031784.0
21312,2012,China,Export,Japan,Furniture and decor,5331684411.0
30451,2012,Rep. of Korea,Export,Marshall Isds,Vehicles and their parts,3932516687.0
47535,2012,Rep. of Korea,Export,Australia,Vehicles and their parts,2615403603.0
73817,2012,France,Import,United Kingdom,plastics and rubber,1676320737.0
88519,2012,Japan,Export,Indonesia,plastics and rubber,1381735626.0
40867,2012,Netherlands,Import,France,Miscellaneous food products,3005762254.213
79325,2012,Russian Federation,Export,Ukraine,Chemicals and pharmaceuticals,1553856219.0
85124,2012,Peru,Export,Spain,"Minerals, stone, and their products",1442432980.3000002
7989,2012,China,Export,France,"Machinery, appliances, and tools",11376564906.0
8167,2012,Switzerland,Import,Italy,Metals,11193207303.147001
74431,2012,Switzerland,Import,Singapore,Metals,1662591193.1569998
73742,2012,Germany,Import,Finland,Metals,1677990380.836
47541,2012,Egypt,Import,Kuwait,"Minerals, stone, and their products",2614947308.0
74432,2012,Germany,Export,Russian Federation,"Minerals, stone, and their products",1662576690.712
30539,2012,Russian Federation,Export,Italy,Metals,3920675273.0
40272,2012,Spain,Export,Italy,Metals,3047303286.928
55956,2012,USA,Export,Türkiye,Vehicles and their parts,2228385670.0
29839,2012,France,Export,USA,Chemicals and pharmaceuticals,4000629505.0
8844,2012,Canada,Import,USA,Miscellaneous food products,10570735033.0
22271,2012,India,Import,"China, Hong Kong SAR",Metals,5150761011.0
40208,2012,Mexico,Export,USA,Unspecified,3051581050.0
88525,2012,"China, Hong Kong SAR",Import,USA,plastics and rubber,1381700956.0
47969,2012,Türkiye,Import,Switzerland,Metals,2593488155.0
47921,2012,"Other Asia, nes",Export,China,Textiles and clothing,2595589443.0
30455,2012,USA,Import,Brazil,Miscellaneous food products,3932288483.0
56377,2012,Japan,Import,Canada,Animal products,2211757022.0
62725,2012,Romania,Export,Germany,Vehicles and their parts,1987367896.0
62718,2012,Germany,Import,Slovenia,"Machinery, appliances, and tools",1987497588.113
29868,2012,Germany,Import,Bangladesh,Textiles and clothing,3996987957.484
8148,2012,Indonesia,Export,China,"Minerals, stone, and their products",11212192570.0
90249,2012,Czechia,Export,Germany,Furniture and decor,1353244196.0
8769,2012,Mexico,Import,USA,Chemicals and pharmaceuticals,10637750045.0
3134,2012,Japan,Export,Thailand,"Machinery, appliances, and tools",21503397803.0
81431,2012,Morocco,Import,France,"Machinery, appliances, and tools",1511383321.0
29945,2012,Switzerland,Import,Thailand,Metals,3988443888.6169996
